,path,gender
0,000001_female_Asian_45/incorrect_mask.jpg,1
1,000001_female_Asian_45/mask4.jpg,1
2,000001_female_Asian_45/mask5.jpg,1
3,000001_female_Asian_45/mask1.jpg,1
4,000001_female_Asian_45/normal.jpg,1
5,000001_female_Asian_45/mask2.jpg,1
6,000001_female_Asian_45/mask3.jpg,1
7,000002_female_Asian_52/incorrect_mask.jpg,1
8,000002_female_Asian_52/mask4.jpg,1
9,000002_female_Asian_52/mask5.jpg,1
10,000002_female_Asian_52/mask1.jpg,1
11,000002_female_Asian_52/normal.jpg,1
12,000002_female_Asian_52/mask2.jpg,1
13,000002_female_Asian_52/mask3.jpg,1
14,000004_male_Asian_54/incorrect_mask.jpg,0
15,000004_male_Asian_54/mask4.jpg,0
16,000004_male_Asian_54/mask5.jpg,0
17,000004_male_Asian_54/mask1.jpg,0
18,000004_male_Asian_54/normal.jpg,0
19,000004_male_Asian_54/mask2.jpg,0
20,000004_male_Asian_54/mask3.jpg,0
21,000005_female_Asian_58/incorrect_mask.jpg,1
22,000005_female_Asian_58/mask4.jpg,1
23,000005_female_Asian_58/mask5.jpg,1
24,000005_female_Asian_58/mask1.jpg,1
25,000005_female_Asian_58/normal.jpg,1
26,000005_female_Asian_58/mask2.jpg,1
27,000005_female_Asian_58/mask3.jpg,1
28,000006_female_Asian_59/incorrect_mask.jpg,1
29,000006_female_Asian_59/mask4.jpg,1
30,000006_female_Asian_59/mask5.jpg,1
31,000006_female_Asian_59/mask1.jpg,1
32,000006_female_Asian_59/normal.jpg,1
33,000006_female_Asian_59/mask2.jpg,1
34,000006_female_Asian_59/mask3.jpg,1
35,000007_female_Asian_58/incorrect_mask.jpg,1
36,000007_female_Asian_58/mask4.jpg,1
37,000007_female_Asian_58/mask5.jpg,1
38,000007_female_Asian_58/mask1.jpg,1
39,000007_female_Asian_58/normal.jpg,1
40,000007_female_Asian_58/mask2.jpg,1
41,000007_female_Asian_58/mask3.jpg,1
42,000008_female_Asian_58/incorrect_mask.jpg,1
43,000008_female_Asian_58/mask4.jpg,1
44,000008_female_Asian_58/mask5.jpg,1
45,000008_female_Asian_58/mask1.jpg,1
46,000008_female_Asian_58/normal.jpg,1
47,000008_female_Asian_58/mask2.jpg,1
48,000008_female_Asian_58/mask3.jpg,1
49,000009_female_Asian_56/incorrect_mask.jpg,1
50,000009_female_Asian_56/mask4.jpg,1
51,000009_female_Asian_56/mask5.jpg,1
52,000009_female_Asian_56/mask1.jpg,1
53,000009_female_Asian_56/normal.jpg,1
54,000009_female_Asian_56/mask2.jpg,1
55,000009_female_Asian_56/mask3.jpg,1
56,000010_female_Asian_58/incorrect_mask.jpg,1
57,000010_female_Asian_58/mask4.jpg,1
58,000010_female_Asian_58/mask5.jpg,1
59,000010_female_Asian_58/mask1.jpg,1
60,000010_female_Asian_58/normal.jpg,1
61,000010_female_Asian_58/mask2.jpg,1
62,000010_female_Asian_58/mask3.jpg,1
63,000012_male_Asian_57/incorrect_mask.jpg,0
64,000012_male_Asian_57/mask4.jpg,0
65,000012_male_Asian_57/mask5.jpg,0
66,000012_male_Asian_57/mask1.jpg,0
67,000012_male_Asian_57/normal.jpg,0
68,000012_male_Asian_57/mask2.jpg,0
69,000012_male_Asian_57/mask3.jpg,0
70,000014_female_Asian_58/incorrect_mask.jpg,1
71,000014_female_Asian_58/mask4.jpg,1
72,000014_female_Asian_58/mask5.jpg,1
73,000014_female_Asian_58/mask1.jpg,1
74,000014_female_Asian_58/normal.jpg,1
75,000014_female_Asian_58/mask2.jpg,1
76,000014_female_Asian_58/mask3.jpg,1
77,000015_male_Asian_55/incorrect_mask.jpg,0
78,000015_male_Asian_55/mask4.jpg,0
79,000015_male_Asian_55/mask5.jpg,0
80,000015_male_Asian_55/mask1.jpg,0
81,000015_male_Asian_55/normal.jpg,0
82,000015_male_Asian_55/mask2.jpg,0
83,000015_male_Asian_55/mask3.jpg,0
84,000016_female_Asian_58/incorrect_mask.jpg,1
85,000016_female_Asian_58/mask4.jpg,1
86,000016_female_Asian_58/mask5.jpg,1
87,000016_female_Asian_58/mask1.jpg,1
88,000016_female_Asian_58/normal.jpg,1
89,000016_female_Asian_58/mask2.jpg,1
90,000016_female_Asian_58/mask3.jpg,1
91,000018_female_Asian_59/incorrect_mask.jpg,1
92,000018_female_Asian_59/mask4.jpg,1
93,000018_female_Asian_59/mask5.jpg,1
94,000018_female_Asian_59/mask1.jpg,1
95,000018_female_Asian_59/normal.jpg,1
96,000018_female_Asian_59/mask2.jpg,1
97,000018_female_Asian_59/mask3.jpg,1
98,000019_female_Asian_57/incorrect_mask.jpg,1
99,000019_female_Asian_57/mask4.jpg,1
100,000019_female_Asian_57/mask5.jpg,1
101,000019_female_Asian_57/mask1.jpg,1
102,000019_female_Asian_57/normal.jpg,1
103,000019_female_Asian_57/mask2.jpg,1
104,000019_female_Asian_57/mask3.jpg,1
105,000020_female_Asian_50/incorrect_mask.jpg,1
106,000020_female_Asian_50/mask4.jpg,1
107,000020_female_Asian_50/mask5.jpg,1
108,000020_female_Asian_50/mask1.jpg,1
109,000020_female_Asian_50/normal.jpg,1
110,000020_female_Asian_50/mask2.jpg,1
111,000020_female_Asian_50/mask3.jpg,1
112,000021_female_Asian_54/incorrect_mask.jpg,1
113,000021_female_Asian_54/mask4.jpg,1
114,000021_female_Asian_54/mask5.jpg,1
115,000021_female_Asian_54/mask1.jpg,1
116,000021_female_Asian_54/normal.jpg,1
117,000021_female_Asian_54/mask2.jpg,1
118,000021_female_Asian_54/mask3.jpg,1
119,000022_female_Asian_58/incorrect_mask.jpg,1
120,000022_female_Asian_58/mask4.jpg,1
121,000022_female_Asian_58/mask5.jpg,1
122,000022_female_Asian_58/mask1.jpg,1
123,000022_female_Asian_58/normal.jpg,1
124,000022_female_Asian_58/mask2.jpg,1
125,000022_female_Asian_58/mask3.jpg,1
126,000023_female_Asian_55/incorrect_mask.jpg,1
127,000023_female_Asian_55/mask4.jpg,1
128,000023_female_Asian_55/mask5.jpg,1
129,000023_female_Asian_55/mask1.jpg,1
130,000023_female_Asian_55/normal.jpg,1
131,000023_female_Asian_55/mask2.jpg,1
132,000023_female_Asian_55/mask3.jpg,1
133,000024_female_Asian_58/incorrect_mask.jpg,1
134,000024_female_Asian_58/mask4.jpg,1
135,000024_female_Asian_58/mask5.jpg,1
136,000024_female_Asian_58/mask1.jpg,1
137,000024_female_Asian_58/normal.jpg,1
138,000024_female_Asian_58/mask2.jpg,1
139,000024_female_Asian_58/mask3.jpg,1
140,000025_female_Asian_49/incorrect_mask.jpg,1
141,000025_female_Asian_49/mask4.jpg,1
142,000025_female_Asian_49/mask5.jpg,1
143,000025_female_Asian_49/mask1.jpg,1
144,000025_female_Asian_49/normal.jpg,1
145,000025_female_Asian_49/mask2.jpg,1
146,000025_female_Asian_49/mask3.jpg,1
147,000026_female_Asian_56/incorrect_mask.jpg,1
148,000026_female_Asian_56/mask4.jpg,1
149,000026_female_Asian_56/mask5.jpg,1
150,000026_female_Asian_56/mask1.jpg,1
151,000026_female_Asian_56/normal.jpg,1
152,000026_female_Asian_56/mask2.jpg,1
153,000026_female_Asian_56/mask3.jpg,1
154,000028_female_Asian_58/incorrect_mask.jpg,1
155,000028_female_Asian_58/mask4.jpg,1
156,000028_female_Asian_58/mask5.jpg,1
157,000028_female_Asian_58/mask1.jpg,1
158,000028_female_Asian_58/normal.jpg,1
159,000028_female_Asian_58/mask2.jpg,1
160,000028_female_Asian_58/mask3.jpg,1
161,000029_female_Asian_58/incorrect_mask.jpg,1
162,000029_female_Asian_58/mask4.jpg,1
163,000029_female_Asian_58/mask5.jpg,1
164,000029_female_Asian_58/mask1.jpg,1
165,000029_female_Asian_58/normal.jpg,1
166,000029_female_Asian_58/mask2.jpg,1
167,000029_female_Asian_58/mask3.jpg,1
168,000030_female_Asian_55/incorrect_mask.jpg,1
169,000030_female_Asian_55/mask4.jpg,1
170,000030_female_Asian_55/mask5.jpg,1
171,000030_female_Asian_55/mask1.jpg,1
172,000030_female_Asian_55/normal.jpg,1
173,000030_female_Asian_55/mask2.jpg,1
174,000030_female_Asian_55/mask3.jpg,1
175,000031_female_Asian_54/incorrect_mask.jpg,1
176,000031_female_Asian_54/mask4.jpg,1
177,000031_female_Asian_54/mask5.jpg,1
178,000031_female_Asian_54/mask1.jpg,1
179,000031_female_Asian_54/normal.jpg,1
180,000031_female_Asian_54/mask2.jpg,1
181,000031_female_Asian_54/mask3.jpg,1
182,000033_male_Asian_57/incorrect_mask.jpg,0
183,000033_male_Asian_57/mask4.jpg,0
184,000033_male_Asian_57/mask5.jpg,0
185,000033_male_Asian_57/mask1.jpg,0
186,000033_male_Asian_57/normal.jpg,0
187,000033_male_Asian_57/mask2.jpg,0
188,000033_male_Asian_57/mask3.jpg,0
189,000034_female_Asian_55/incorrect_mask.jpg,1
190,000034_female_Asian_55/mask4.jpg,1
191,000034_female_Asian_55/mask5.jpg,1
192,000034_female_Asian_55/mask1.jpg,1
193,000034_female_Asian_55/normal.jpg,1
194,000034_female_Asian_55/mask2.jpg,1
195,000034_female_Asian_55/mask3.jpg,1
196,000036_female_Asian_58/incorrect_mask.jpg,1
