,id,gender,age,mask,path
0,000001,1,1,1,000001_female_Asian_45/incorrect_mask.jpg
1,000001,1,1,0,000001_female_Asian_45/mask4.jpg
2,000001,1,1,0,000001_female_Asian_45/mask5.jpg
3,000001,1,1,0,000001_female_Asian_45/mask1.jpg
4,000001,1,1,2,000001_female_Asian_45/normal.jpg
5,000001,1,1,0,000001_female_Asian_45/mask2.jpg
6,000001,1,1,0,000001_female_Asian_45/mask3.jpg
7,000002,1,1,1,000002_female_Asian_52/incorrect_mask.jpg
8,000002,1,1,0,000002_female_Asian_52/mask4.jpg
9,000002,1,1,0,000002_female_Asian_52/mask5.jpg
10,000002,1,1,0,000002_female_Asian_52/mask1.jpg
11,000002,1,1,2,000002_female_Asian_52/normal.jpg
12,000002,1,1,0,000002_female_Asian_52/mask2.jpg
13,000002,1,1,0,000002_female_Asian_52/mask3.jpg
14,000004,0,1,1,000004_male_Asian_54/incorrect_mask.jpg
15,000004,0,1,0,000004_male_Asian_54/mask4.jpg
16,000004,0,1,0,000004_male_Asian_54/mask5.jpg
17,000004,0,1,0,000004_male_Asian_54/mask1.jpg
18,000004,0,1,2,000004_male_Asian_54/normal.jpg
19,000004,0,1,0,000004_male_Asian_54/mask2.jpg
20,000004,0,1,0,000004_male_Asian_54/mask3.jpg
21,000005,1,1,1,000005_female_Asian_58/incorrect_mask.jpg
22,000005,1,1,0,000005_female_Asian_58/mask4.jpg
23,000005,1,1,0,000005_female_Asian_58/mask5.jpg
24,000005,1,1,0,000005_female_Asian_58/mask1.jpg
25,000005,1,1,2,000005_female_Asian_58/normal.jpg
26,000005,1,1,0,000005_female_Asian_58/mask2.jpg
27,000005,1,1,0,000005_female_Asian_58/mask3.jpg
28,000006,1,1,1,000006_female_Asian_59/incorrect_mask.jpg
29,000006,1,1,0,000006_female_Asian_59/mask4.jpg
30,000006,1,1,0,000006_female_Asian_59/mask5.jpg
31,000006,1,1,0,000006_female_Asian_59/mask1.jpg
32,000006,1,1,2,000006_female_Asian_59/normal.jpg
33,000006,1,1,0,000006_female_Asian_59/mask2.jpg
34,000006,1,1,0,000006_female_Asian_59/mask3.jpg
35,000007,1,1,1,000007_female_Asian_58/incorrect_mask.jpg
36,000007,1,1,0,000007_female_Asian_58/mask4.jpg
37,000007,1,1,0,000007_female_Asian_58/mask5.jpg
38,000007,1,1,0,000007_female_Asian_58/mask1.jpg
39,000007,1,1,2,000007_female_Asian_58/normal.jpg
40,000007,1,1,0,000007_female_Asian_58/mask2.jpg
41,000007,1,1,0,000007_female_Asian_58/mask3.jpg
42,000008,1,1,1,000008_female_Asian_58/incorrect_mask.jpg
43,000008,1,1,0,000008_female_Asian_58/mask4.jpg
44,000008,1,1,0,000008_female_Asian_58/mask5.jpg
45,000008,1,1,0,000008_female_Asian_58/mask1.jpg
46,000008,1,1,2,000008_female_Asian_58/normal.jpg
47,000008,1,1,0,000008_female_Asian_58/mask2.jpg
48,000008,1,1,0,000008_female_Asian_58/mask3.jpg
49,000009,1,1,1,000009_female_Asian_56/incorrect_mask.jpg
50,000009,1,1,0,000009_female_Asian_56/mask4.jpg
51,000009,1,1,0,000009_female_Asian_56/mask5.jpg
52,000009,1,1,0,000009_female_Asian_56/mask1.jpg
53,000009,1,1,2,000009_female_Asian_56/normal.jpg
54,000009,1,1,0,000009_female_Asian_56/mask2.jpg
55,000009,1,1,0,000009_female_Asian_56/mask3.jpg
56,000010,1,1,1,000010_female_Asian_58/incorrect_mask.jpg
57,000010,1,1,0,000010_female_Asian_58/mask4.jpg
58,000010,1,1,0,000010_female_Asian_58/mask5.jpg
59,000010,1,1,0,000010_female_Asian_58/mask1.jpg
60,000010,1,1,2,000010_female_Asian_58/normal.jpg
61,000010,1,1,0,000010_female_Asian_58/mask2.jpg
62,000010,1,1,0,000010_female_Asian_58/mask3.jpg
63,000012,0,1,1,000012_male_Asian_57/incorrect_mask.jpg
64,000012,0,1,0,000012_male_Asian_57/mask4.jpg
65,000012,0,1,0,000012_male_Asian_57/mask5.jpg
66,000012,0,1,0,000012_male_Asian_57/mask1.jpg
67,000012,0,1,2,000012_male_Asian_57/normal.jpg
68,000012,0,1,0,000012_male_Asian_57/mask2.jpg
69,000012,0,1,0,000012_male_Asian_57/mask3.jpg
70,000014,1,1,1,000014_female_Asian_58/incorrect_mask.jpg
71,000014,1,1,0,000014_female_Asian_58/mask4.jpg
72,000014,1,1,0,000014_female_Asian_58/mask5.jpg
73,000014,1,1,0,000014_female_Asian_58/mask1.jpg
74,000014,1,1,2,000014_female_Asian_58/normal.jpg
75,000014,1,1,0,000014_female_Asian_58/mask2.jpg
76,000014,1,1,0,000014_female_Asian_58/mask3.jpg
77,000015,0,1,1,000015_male_Asian_55/incorrect_mask.jpg
78,000015,0,1,0,000015_male_Asian_55/mask4.jpg
79,000015,0,1,0,000015_male_Asian_55/mask5.jpg
80,000015,0,1,0,000015_male_Asian_55/mask1.jpg
81,000015,0,1,2,000015_male_Asian_55/normal.jpg
82,000015,0,1,0,000015_male_Asian_55/mask2.jpg
83,000015,0,1,0,000015_male_Asian_55/mask3.jpg
84,000016,1,1,1,000016_female_Asian_58/incorrect_mask.jpg
85,000016,1,1,0,000016_female_Asian_58/mask4.jpg
86,000016,1,1,0,000016_female_Asian_58/mask5.jpg
87,000016,1,1,0,000016_female_Asian_58/mask1.jpg
88,000016,1,1,2,000016_female_Asian_58/normal.jpg
89,000016,1,1,0,000016_female_Asian_58/mask2.jpg
90,000016,1,1,0,000016_female_Asian_58/mask3.jpg
91,000018,1,1,1,000018_female_Asian_59/incorrect_mask.jpg
92,000018,1,1,0,000018_female_Asian_59/mask4.jpg
93,000018,1,1,0,000018_female_Asian_59/mask5.jpg
94,000018,1,1,0,000018_female_Asian_59/mask1.jpg
95,000018,1,1,2,000018_female_Asian_59/normal.jpg
96,000018,1,1,0,000018_female_Asian_59/mask2.jpg
97,000018,1,1,0,000018_female_Asian_59/mask3.jpg
98,000019,1,1,1,000019_female_Asian_57/incorrect_mask.jpg
99,000019,1,1,0,000019_female_Asian_57/mask4.jpg
100,000019,1,1,0,000019_female_Asian_57/mask5.jpg
101,000019,1,1,0,000019_female_Asian_57/mask1.jpg
102,000019,1,1,2,000019_female_Asian_57/normal.jpg
103,000019,1,1,0,000019_female_Asian_57/mask2.jpg
104,000019,1,1,0,000019_female_Asian_57/mask3.jpg
105,000020,1,1,1,000020_female_Asian_50/incorrect_mask.jpg
106,000020,1,1,0,000020_female_Asian_50/mask4.jpg
107,000020,1,1,0,000020_female_Asian_50/mask5.jpg
108,000020,1,1,0,000020_female_Asian_50/mask1.jpg
109,000020,1,1,2,000020_female_Asian_50/normal.jpg
110,000020,1,1,0,000020_female_Asian_50/mask2.jpg
111,000020,1,1,0,000020_female_Asian_50/mask3.jpg
112,000021,1,1,1,000021_female_Asian_54/incorrect_mask.jpg
113,000021,1,1,0,000021_female_Asian_54/mask4.jpg
114,000021,1,1,0,000021_female_Asian_54/mask5.jpg
115,000021,1,1,0,000021_female_Asian_54/mask1.jpg
116,000021,1,1,2,000021_female_Asian_54/normal.jpg
117,000021,1,1,0,000021_female_Asian_54/mask2.jpg
118,000021,1,1,0,000021_female_Asian_54/mask3.jpg
119,000022,1,1,1,000022_female_Asian_58/incorrect_mask.jpg
120,000022,1,1,0,000022_female_Asian_58/mask4.jpg
121,000022,1,1,0,000022_female_Asian_58/mask5.jpg
122,000022,1,1,0,000022_female_Asian_58/mask1.jpg
123,000022,1,1,2,000022_female_Asian_58/normal.jpg
124,000022,1,1,0,000022_female_Asian_58/mask2.jpg
125,000022,1,1,0,000022_female_Asian_58/mask3.jpg
126,000023,1,1,1,000023_female_Asian_55/incorrect_mask.jpg
127,000023,1,1,0,000023_female_Asian_55/mask4.jpg
128,000023,1,1,0,000023_female_Asian_55/mask5.jpg
129,000023,1,1,0,000023_female_Asian_55/mask1.jpg
130,000023,1,1,2,000023_female_Asian_55/normal.jpg
131,000023,1,1,0,000023_female_Asian_55/mask2.jpg
132,000023,1,1,0,000023_female_Asian_55/mask3.jpg
133,000024,1,1,1,000024_female_Asian_58/incorrect_mask.jpg
134,000024,1,1,0,000024_female_Asian_58/mask4.jpg
135,000024,1,1,0,000024_female_Asian_58/mask5.jpg
136,000024,1,1,0,000024_female_Asian_58/mask1.jpg
137,000024,1,1,2,000024_female_Asian_58/normal.jpg
138,000024,1,1,0,000024_female_Asian_58/mask2.jpg
139,000024,1,1,0,000024_female_Asian_58/mask3.jpg
140,000025,1,1,1,000025_female_Asian_49/incorrect_mask.jpg
141,000025,1,1,0,000025_female_Asian_49/mask4.jpg
142,000025,1,1,0,000025_female_Asian_49/mask5.jpg
143,000025,1,1,0,000025_female_Asian_49/mask1.jpg
144,000025,1,1,2,000025_female_Asian_49/normal.jpg
145,000025,1,1,0,000025_female_Asian_49/mask2.jpg
146,000025,1,1,0,000025_female_Asian_49/mask3.jpg
147,000026,1,1,1,000026_female_Asian_56/incorrect_mask.jpg
148,000026,1,1,0,000026_female_Asian_56/mask4.jpg
149,000026,1,1,0,000026_female_Asian_56/mask5.jpg
150,000026,1,1,0,000026_female_Asian_56/mask1.jpg
151,000026,1,1,2,000026_female_Asian_56/normal.jpg
152,000026,1,1,0,000026_female_Asian_56/mask2.jpg
153,000026,1,1,0,000026_female_Asian_56/mask3.jpg
154,000028,1,1,1,000028_female_Asian_58/incorrect_mask.jpg
155,000028,1,1,0,000028_female_Asian_58/mask4.jpg
156,000028,1,1,0,000028_female_Asian_58/mask5.jpg
157,000028,1,1,0,000028_female_Asian_58/mask1.jpg
158,000028,1,1,2,000028_female_Asian_58/normal.jpg
159,000028,1,1,0,000028_female_Asian_58/mask2.jpg
160,000028,1,1,0,000028_female_Asian_58/mask3.jpg
161,000029,1,1,1,000029_female_Asian_58/incorrect_mask.jpg
162,000029,1,1,0,000029_female_Asian_58/mask4.jpg
163,000029,1,1,0,000029_female_Asian_58/mask5.jpg
164,000029,1,1,0,000029_female_Asian_58/mask1.jpg
165,000029,1,1,2,000029_female_Asian_58/normal.jpg
166,000029,1,1,0,000029_female_Asian_58/mask2.jpg
167,000029,1,1,0,000029_female_Asian_58/mask3.jpg
168,000030,1,1,1,000030_female_Asian_55/incorrect_mask.jpg
169,000030,1,1,0,000030_female_Asian_55/mask4.jpg
170,000030,1,1,0,000030_female_Asian_55/mask5.jpg
171,000030,1,1,0,000030_female_Asian_55/mask1.jpg
172,000030,1,1,2,000030_female_Asian_55/normal.jpg
173,000030,1,1,0,000030_female_Asian_55/mask2.jpg
174,000030,1,1,0,000030_female_Asian_55/mask3.jpg
175,000031,1,1,1,000031_female_Asian_54/incorrect_mask.jpg
176,000031,1,1,0,000031_female_Asian_54/mask4.jpg
177,000031,1,1,0,000031_female_Asian_54/mask5.jpg
178,000031,1,1,0,000031_female_Asian_54/mask1.jpg
179,000031,1,1,2,000031_female_Asian_54/normal.jpg
180,000031,1,1,0,000031_female_Asian_54/mask2.jpg
181,000031,1,1,0,000031_female_Asian_54/mask3.jpg
182,000033,0,1,1,000033_male_Asian_57/incorrect_mask.jpg
183,000033,0,1,0,000033_male_Asian_57/mask4.jpg
184,000033,0,1,0,000033_male_Asian_57/mask5.jpg
185,000033,0,1,0,000033_male_Asian_57/mask1.jpg
186,000033,0,1,2,000033_male_Asian_57/normal.jpg
187,000033,0,1,0,000033_male_Asian_57/mask2.jpg
188,000033,0,1,0,000033_male_Asian_57/mask3.jpg
189,000034,1,1,1,000034_female_Asian_55/incorrect_mask.jpg
190,000034,1,1,0,000034_female_Asian_55/mask4.jpg
191,000034,1,1,0,000034_female_Asian_55/mask5.jpg
192,000034,1,1,0,000034_female_Asian_55/mask1.jpg
193,000034,1,1,2,000034_female_Asian_55/normal.jpg
194,000034,1,1,0,000034_female_Asian_55/mask2.jpg
